Location,Year,Company Type,Number of Companies,Productivity
Proença-a-Nova,2013,Manufacturing,85,12739
Vila Velha de Ródão,2013,Manufacturing,29,109299.1
Médio Tejo,2013,Manufacturing,1514,24595.6
Abrantes,2013,Manufacturing,150,29732
Alcanena,2013,Manufacturing,225,20810.2
Constância,2013,Manufacturing,24,44133.9
Entroncamento,2013,Manufacturing,54,27199.1
Ferreira do Zêzere,2013,Manufacturing,37,32009.1
Mação,2013,Manufacturing,56,13558.8
Ourém,2013,Manufacturing,437,18625.7
Sardoal,2013,Manufacturing,31,9078.6
Sertã,2013,Manufacturing,101,23638.8
Tomar,2013,Manufacturing,189,15672.3
Torres Novas,2013,Manufacturing,158,32704.8
Vila de Rei,2013,Manufacturing,34,11949.6
Vila Nova da Barquinha,2013,Manufacturing,18,17671.1
Beiras e Serra da Estrela,2013,Manufacturing,1304,17735.4
Almeida,2013,Manufacturing,29,7563
Belmonte,2013,Manufacturing,41,11070.4
Celorico da Beira,2013,Manufacturing,34,12866.2
Covilhã,2013,Manufacturing,213,19560.7
Figueira de Castelo Rodrigo,2013,Manufacturing,45,12654.2
Fornos de Algodres,2013,Manufacturing,33,11317.6
Fundão,2013,Manufacturing,193,17348.4
Gouveia,2013,Manufacturing,86,11066.8
Guarda,2013,Manufacturing,193,24915.3
Manteigas,2013,Manufacturing,22,9768.6
Mêda,2013,Manufacturing,35,14264.5
Pinhel,2013,Manufacturing,66,16527.6
Sabugal,2013,Manufacturing,74,10799.8
Seia,2013,Manufacturing,173,13479.6
Trancoso,2013,Manufacturing,67,16192.3
Área Metropolitana de Lisboa,2013,Manufacturing,10252,42794.6
Área Metropolitana de Lisboa,2013,Manufacturing,10252,42794.6
Alcochete,2013,Manufacturing,76,-
Almada,2013,Manufacturing,468,-
Amadora,2013,Manufacturing,460,-
Barreiro,2013,Manufacturing,188,-
Cascais,2013,Manufacturing,722,-
Lisboa,2013,Manufacturing,"┴ 1,765",┴ -
Loures,2013,Manufacturing,┴ 877,┴ -
Mafra,2013,Manufacturing,538,-
Moita,2013,Manufacturing,194,-
Montijo,2013,Manufacturing,194,-
Odivelas,2013,Manufacturing,517,-
Oeiras,2013,Manufacturing,471,-
Palmela,2013,Manufacturing,301,-
Seixal,2013,Manufacturing,532,-
Sesimbra,2013,Manufacturing,196,-
Setúbal,2013,Manufacturing,400,-
Sintra,2013,Manufacturing,1855,-
Vila Franca de Xira,2013,Manufacturing,498,-
Alentejo,2013,Manufacturing,3935,23527.3
Alentejo Litoral,2013,Manufacturing,405,-
Alcácer do Sal,2013,Manufacturing,64,17581.6
Grândola,2013,Manufacturing,62,-
Odemira,2013,Manufacturing,97,11135.9
Santiago do Cacém,2013,Manufacturing,122,19226.7
Sines,2013,Manufacturing,60,16342.3
Baixo Alentejo,2013,Manufacturing,651,-
Aljustrel,2013,Manufacturing,56,29498
Almodôvar,2013,Manufacturing,35,11285.5
Alvito,2013,Manufacturing,9,8964.7
Barrancos,2013,Manufacturing,10,8887.7
Beja,2013,Manufacturing,162,27763.7
Castro Verde,2013,Manufacturing,32,-
Cuba,2013,Manufacturing,33,8625.4
Ferreira do Alentejo,2013,Manufacturing,53,5515.9
Mértola,2013,Manufacturing,40,9763.4
Moura,2013,Manufacturing,70,14907.7
Ourique,2013,Manufacturing,31,14903.6
Serpa,2013,Manufacturing,78,14810.5
Vidigueira,2013,Manufacturing,42,16289.3
Lezíria do Tejo,2013,Manufacturing,1292,-
Almeirim,2013,Manufacturing,103,17212.5
Alpiarça,2013,Manufacturing,34,34217.4
Azambuja,2013,Manufacturing,86,36529.2
Benavente,2013,Manufacturing,142,24073
Cartaxo,2013,Manufacturing,120,26797.9
Chamusca,2013,Manufacturing,66,18240.5
Coruche,2013,Manufacturing,77,36597.4
Golegã,2013,Manufacturing,┴ 26,┴ -
Rio Maior,2013,Manufacturing,170,29886.9
Salvaterra de Magos,2013,Manufacturing,101,18376.2
Santarém,2013,Manufacturing,┴ 367,"┴ 25,434.4"
Alto Alentejo,2013,Manufacturing,573,-
Alter do Chão,2013,Manufacturing,18,38308.5
Arronches,2013,Manufacturing,13,14679.7
Avis,2013,Manufacturing,21,21230.2
Campo Maior,2013,Manufacturing,27,33076.7
Castelo de Vide,2013,Manufacturing,25,4804.3
Crato,2013,Manufacturing,21,18874.5
Elvas,2013,Manufacturing,83,14563.5
Fronteira,2013,Manufacturing,21,19854.3
Gavião,2013,Manufacturing,21,18597.6
Marvão,2013,Manufacturing,26,-
Monforte,2013,Manufacturing,17,5425.5
Nisa,2013,Manufacturing,61,10530.6
Ponte de Sor,2013,Manufacturing,77,34966.9
Portalegre,2013,Manufacturing,107,1226.8
Sousel,2013,Manufacturing,35,13627.7
Alentejo Central,2013,Manufacturing,1014,-
Alandroal,2013,Manufacturing,42,11202.5
Arraiolos,2013,Manufacturing,67,20341.4
Borba,2013,Manufacturing,71,28934
Estremoz,2013,Manufacturing,107,20144.3
Évora,2013,Manufacturing,265,23689.5
Montemor-o-Novo,2013,Manufacturing,80,25863.1
Mora,2013,Manufacturing,30,28184.2
Mourão,2013,Manufacturing,14,17325.8
Portel,2013,Manufacturing,35,18147.1
Redondo,2013,Manufacturing,47,38395.5
Reguengos de Monsaraz,2013,Manufacturing,82,29067.8
Vendas Novas,2013,Manufacturing,71,19925.5
Viana do Alentejo,2013,Manufacturing,37,-
Vila Viçosa,2013,Manufacturing,66,25289.7
Algarve,2013,Manufacturing,1782,12405.6
Algarve,2013,Manufacturing,1782,12405.6
Albufeira,2013,Manufacturing,114,12637.1
Alcoutim,2013,Manufacturing,15,7090.9
Aljezur,2013,Manufacturing,34,4313.6
Castro Marim,2013,Manufacturing,23,9260.7
Faro,2013,Manufacturing,221,11736.9
Lagoa,2013,Manufacturing,105,13090.9
Lagos,2013,Manufacturing,111,8153.6
Loulé,2013,Manufacturing,305,12151.8
Monchique,2013,Manufacturing,60,13696.6
Olhão,2013,Manufacturing,184,15114.6
Portimão,2013,Manufacturing,179,11085.8
São Brás de Alportel,2013,Manufacturing,73,15252.1
Silves,2013,Manufacturing,172,13261.2
Tavira,2013,Manufacturing,90,7258.1
Vila do Bispo,2013,Manufacturing,24,10597.5
Vila Real de Santo António,2013,Manufacturing,72,15159.9
Continente,2013,Construction,78355,17899.3
Norte,2013,Construction,27593,17560.2
Alto Minho,2013,Construction,3508,12300.3
Arcos de Valdevez,2013,Construction,324,9048.3
Caminha,2013,Construction,337,11301.4
Melgaço,2013,Construction,120,9290.5
Monção,2013,Construction,362,9178.6
Paredes de Coura,2013,Construction,148,6945.7
Ponte da Barca,2013,Construction,163,12820.4
Ponte de Lima,2013,Construction,615,11836.1
Valença,2013,Construction,141,12115.1
Viana do Castelo,2013,Construction,1151,14763.4
Vila Nova de Cerveira,2013,Construction,147,5935.2
Cávado,2013,Construction,3804,18584.6
Amares,2013,Construction,238,6683.8
Barcelos,2013,Construction,985,16493
Braga,2013,Construction,1415,22076.8
Esposende,2013,Construction,423,17212.2
Terras de Bouro,2013,Construction,66,9490
Vila Verde,2013,Construction,677,16511
Ave,2013,Construction,2820,15740.5
Cabeceiras de Basto,2013,Construction,141,10826.8
Fafe,2013,Construction,485,11286.2
Guimarães,2013,Construction,854,16594.3
Mondim de Basto,2013,Construction,44,6704.1
Póvoa de Lanhoso,2013,Construction,248,9379.1
Vieira do Minho,2013,Construction,118,10062.6
Vila Nova de Famalicão,2013,Construction,830,19807.4
Vizela,2013,Construction,100,17612.5
Área Metropolitana do Porto,2013,Construction,10413,21158.3
Arouca,2013,Construction,329,12651.4
Espinho,2013,Construction,181,7529.7
Gondomar,2013,Construction,744,12146.3
Maia,2013,Construction,855,18431.2
Matosinhos,2013,Construction,818,18883.2
Oliveira de Azeméis,2013,Construction,495,11088.6
Paredes,2013,Construction,465,12643
Porto,2013,Construction,969,31040.5
Póvoa de Varzim,2013,Construction,517,13291.3
Santa Maria da Feira,2013,Construction,1246,14722.2
Santo Tirso,2013,Construction,382,14855.3
São João da Madeira,2013,Construction,71,11783.6
Trofa,2013,Construction,299,14703.9
Vale de Cambra,2013,Construction,211,9126.7
Valongo,2013,Construction,528,46880.4
Vila do Conde,2013,Construction,618,15186.9
Vila Nova de Gaia,2013,Construction,1685,16420.3
Alto Tâmega,2013,Construction,771,13144.6
Boticas,2013,Construction,52,33138.2
Chaves,2013,Construction,320,9647.7
Montalegre,2013,Construction,66,9981.6
Ribeira de Pena,2013,Construction,58,15574.5
Valpaços,2013,Construction,136,15990.6
Vila Pouca de Aguiar,2013,Construction,139,10319.9
Tâmega e Sousa,2013,Construction,3758,14828.5
Amarante,2013,Construction,632,13983.3
Baião,2013,Construction,178,12866.9
Castelo de Paiva,2013,Construction,138,10679.4
Celorico de Basto,2013,Construction,149,10287.3
Cinfães,2013,Construction,159,14177.2
Felgueiras,2013,Construction,434,12734.9
Lousada,2013,Construction,457,13884
Marco de Canaveses,2013,Construction,548,18291.5
Paços de Ferreira,2013,Construction,267,13001.9
Penafiel,2013,Construction,704,15604.8
Resende,2013,Construction,92,9095
Douro,2013,Construction,1549,13258.2
Alijó,2013,Construction,83,10803.6
Armamar,2013,Construction,40,7240.8
Carrazeda de Ansiães,2013,Construction,36,8147.1
Freixo de Espada à Cinta,2013,Construction,20,14218.3
Lamego,2013,Construction,220,11945.6
Mesão Frio,2013,Construction,29,15550.6
Moimenta da Beira,2013,Construction,83,12695.6
Murça,2013,Construction,39,10763.8
Penedono,2013,Construction,31,8851.9
Peso da Régua,2013,Construction,113,11222.5
Sabrosa,2013,Construction,57,12394
Santa Marta de Penaguião,2013,Construction,80,12409
São João da Pesqueira,2013,Construction,53,12109.8
Sernancelhe,2013,Construction,59,8791.8
Tabuaço,2013,Construction,48,12212.5
Tarouca,2013,Construction,68,12325.8
Torre de Moncorvo,2013,Construction,52,28137.4
Vila Nova de Foz Côa,2013,Construction,47,12375.5
Vila Real,2013,Construction,391,9190.4
Terras de Trás-os-Montes,2013,Construction,970,10353.7
Alfândega da Fé,2013,Construction,28,6512.6
Bragança,2013,Construction,344,11218.2
Macedo de Cavaleiros,2013,Construction,139,9425.2
Miranda do Douro,2013,Construction,78,9987.9
Mirandela,2013,Construction,135,12842.4
Mogadouro,2013,Construction,72,9628.3
Vila Flor,2013,Construction,48,10641.5
Vimioso,2013,Construction,51,8023.8
Vinhais,2013,Construction,75,6580.8
Centro,2013,Construction,23585,12835.2
Oeste,2013,Construction,3511,12417.3
Alcobaça,2013,Construction,489,14716.2
Alenquer,2013,Construction,309,16837.3
Arruda dos Vinhos,2013,Construction,92,13189.6
Bombarral,2013,Construction,128,8134.6
Cadaval,2013,Construction,117,10263.6
Caldas da Rainha,2013,Construction,448,11987.1
Lourinhã,2013,Construction,295,11823.4
Nazaré,2013,Construction,89,13493.1
Óbidos,2013,Construction,126,14319.5
Peniche,2013,Construction,278,10524.9
Sobral de Monte Agraço,2013,Construction,100,13814.5
Torres Vedras,2013,Construction,1040,10277.3
Região de Aveiro,2013,Construction,3551,11181.2
Águeda,2013,Construction,476,9941.2
Albergaria-a-Velha,2013,Construction,255,12810.5
Anadia,2013,Construction,368,9197.3
Aveiro,2013,Construction,578,11073.1
Estarreja,2013,Construction,301,12796.7
Ílhavo,2013,Construction,296,10527.8
Murtosa,2013,Construction,112,9055.3
Oliveira do Bairro,2013,Construction,280,14814.1
Ovar,2013,Construction,382,10665.9
Sever do Vouga,2013,Construction,165,13681.5
Vagos,2013,Construction,338,8637.6
Região de Coimbra,2013,Construction,4485,13968.4
Arganil,2013,Construction,219,9029.7
Cantanhede,2013,Construction,503,14297
Coimbra,2013,Construction,922,14452.7
Condeixa-a-Nova,2013,Construction,132,11578.3
Figueira da Foz,2013,Construction,462,19891.1
Góis,2013,Construction,61,20386.1
Lousã,2013,Construction,144,11024.5
Mealhada,2013,Construction,191,13883.9
Mira,2013,Construction,156,8596.2
Miranda do Corvo,2013,Construction,200,8155.1
Montemor-o-Velho,2013,Construction,202,15066.4
Mortágua,2013,Construction,221,13444.1
Oliveira do Hospital,2013,Construction,227,13255.4
Pampilhosa da Serra,2013,Construction,45,12466.2
Penacova,2013,Construction,334,10720.8
Penela,2013,Construction,87,10566.1
Soure,2013,Construction,158,10367.3
Tábua,2013,Construction,129,8145.2
Vila Nova de Poiares,2013,Construction,92,8127.1
Região de Leiria,2013,Construction,4054,12693.6
Alvaiázere,2013,Construction,147,14186.3
Ansião,2013,Construction,217,12781.1
Batalha,2013,Construction,222,21696.3
Castanheira de Pêra,2013,Construction,31,7157.6
Figueiró dos Vinhos,2013,Construction,88,6739.8
Leiria,2013,Construction,1638,7410.7
Marinha Grande,2013,Construction,168,17524.9
Pedrógão Grande,2013,Construction,25,7695.9
Pombal,2013,Construction,1284,16780.7
Porto de Mós,2013,Construction,234,20622.4
Viseu Dão Lafões,2013,Construction,2718,14416.6
Aguiar da Beira,2013,Construction,64,10842.6
Carregal do Sal,2013,Construction,79,10701.8
Castro Daire,2013,Construction,155,14632.7
Mangualde,2013,Construction,163,7392.4
Nelas,2013,Construction,80,11572.4
Oliveira de Frades,2013,Construction,118,22901.6
Penalva do Castelo,2013,Construction,114,19495.3
Santa Comba Dão,2013,Construction,107,12138.1
São Pedro do Sul,2013,Construction,197,8952.3
Sátão,2013,Construction,185,10058.5
Tondela,2013,Construction,338,6813.9
Vila Nova de Paiva,2013,Construction,55,9573.1
Viseu,2013,Construction,918,18219.7
Vouzela,2013,Construction,145,11399.2
Beira Baixa,2013,Construction,815,13127.8
Castelo Branco,2013,Construction,494,14805.3
Idanha-a-Nova,2013,Construction,67,10734.8
Oleiros,2013,Construction,64,8441.6
Penamacor,2013,Construction,56,15743.7
Proença-a-Nova,2013,Construction,117,8684.5
Vila Velha de Ródão,2013,Construction,17,6585.1
Médio Tejo,2013,Construction,2349,13622.7
Abrantes,2013,Construction,220,12710.7
Alcanena,2013,Construction,79,13393.4
Constância,2013,Construction,13,7603.8
Entroncamento,2013,Construction,80,12005.1
Ferreira do Zêzere,2013,Construction,135,14450.3
Mação,2013,Construction,91,11109.1
Ourém,2013,Construction,771,16121.4
Sardoal,2013,Construction,52,13874.4
Sertã,2013,Construction,232,13412
Tomar,2013,Construction,341,10112.4
Torres Novas,2013,Construction,256,13314.6
Vila de Rei,2013,Construction,55,4414.5
Vila Nova da Barquinha,2013,Construction,24,10474.1
Beiras e Serra da Estrela,2013,Construction,2102,10431.1
Almeida,2013,Construction,45,-1600.4
Belmonte,2013,Construction,59,15244.5
Celorico da Beira,2013,Construction,41,10349.2
Covilhã,2013,Construction,312,11001.7
Figueira de Castelo Rodrigo,2013,Construction,29,9716.9
Fornos de Algodres,2013,Construction,50,9281.7
Fundão,2013,Construction,259,12752
Gouveia,2013,Construction,114,8265.7
Guarda,2013,Construction,443,12192.9
Manteigas,2013,Construction,39,9136.6
Mêda,2013,Construction,50,17767
Pinhel,2013,Construction,110,9595.4
Sabugal,2013,Construction,229,8189.2
Seia,2013,Construction,207,5857.1
Trancoso,2013,Construction,115,10323.3
Área Metropolitana de Lisboa,2013,Construction,17495,24656.1
Área Metropolitana de Lisboa,2013,Construction,17495,24656.1
Alcochete,2013,Construction,99,43347.8
Almada,2013,Construction,1005,8461.7
Amadora,2013,Construction,1019,26997.6
Barreiro,2013,Construction,303,25694.1
Cascais,2013,Construction,1329,19356.5
Lisboa,2013,Construction,"┴ 3,314","┴ 28,607.3"
Loures,2013,Construction,"┴ 1,218","┴ 16,626.1"
Mafra,2013,Construction,811,15132.6
Moita,2013,Construction,313,20845.9
Montijo,2013,Construction,268,11488.7
Odivelas,2013,Construction,1098,14976.4
Oeiras,2013,Construction,860,34710.2
Palmela,2013,Construction,437,21028.3
Seixal,2013,Construction,986,11960.6
Sesimbra,2013,Construction,381,10385.4
Setúbal,2013,Construction,637,20539.8
Sintra,2013,Construction,2680,24479
Vila Franca de Xira,2013,Construction,737,14145.6
Alentejo,2013,Construction,4703,12229.7
Alentejo Litoral,2013,Construction,721,14150.4
Alcácer do Sal,2013,Construction,84,14799.8
Grândola,2013,Construction,119,24223.5
Odemira,2013,Construction,242,12317.1
Santiago do Cacém,2013,Construction,188,12498.3
Sines,2013,Construction,88,12612.7
Baixo Alentejo,2013,Construction,708,11600.4
Aljustrel,2013,Construction,50,16755
Almodôvar,2013,Construction,66,15918.2
Alvito,2013,Construction,12,-
Barrancos,2013,Construction,5,6561.2
Beja,2013,Construction,181,10691.8
Castro Verde,2013,Construction,52,11356.4
Cuba,2013,Construction,38,-
Ferreira do Alentejo,2013,Construction,40,10185.5
Mértola,2013,Construction,66,9542
Moura,2013,Construction,54,10846.7
Ourique,2013,Construction,30,-
Serpa,2013,Construction,78,10771.5
Vidigueira,2013,Construction,36,-
Lezíria do Tejo,2013,Construction,1483,12687.5
Almeirim,2013,Construction,168,14617.7
Alpiarça,2013,Construction,46,12847.2
Azambuja,2013,Construction,110,16129.7
Benavente,2013,Construction,171,13271.1
Cartaxo,2013,Construction,133,12194.4
Chamusca,2013,Construction,68,10084.4
Coruche,2013,Construction,125,7694.7
Golegã,2013,Construction,┴ 24,"┴ 8,997.6"
Rio Maior,2013,Construction,140,13298.7
Salvaterra de Magos,2013,Construction,145,10382.7
Santarém,2013,Construction,┴ 353,"┴ 13,937.6"
Alto Alentejo,2013,Construction,646,11353.7
Alter do Chão,2013,Construction,15,7488.1
Arronches,2013,Construction,20,18784.1
Avis,2013,Construction,18,11716.3
Campo Maior,2013,Construction,23,8642.6
Castelo de Vide,2013,Construction,21,8216.2
Crato,2013,Construction,64,-
Elvas,2013,Construction,96,13489
Fronteira,2013,Construction,26,-
Gavião,2013,Construction,19,17298.1
Marvão,2013,Construction,26,10800.8
Monforte,2013,Construction,17,13697.1
Nisa,2013,Construction,65,6511.6
Ponte de Sor,2013,Construction,104,10438.6
Portalegre,2013,Construction,102,9166.3
Sousel,2013,Construction,30,12626.1
Alentejo Central,2013,Construction,1145,10774.8
Alandroal,2013,Construction,48,9019.5
Arraiolos,2013,Construction,54,8020.2
Borba,2013,Construction,37,6875.9
Estremoz,2013,Construction,91,8512.8
Évora,2013,Construction,331,12559
Montemor-o-Novo,2013,Construction,145,12537
Mora,2013,Construction,29,8627
Mourão,2013,Construction,18,5442.2
Portel,2013,Construction,59,10214.1
Redondo,2013,Construction,68,9841.2
Reguengos de Monsaraz,2013,Construction,75,13040.7
Vendas Novas,2013,Construction,95,9426.4
Viana do Alentejo,2013,Construction,45,5463.3
Vila Viçosa,2013,Construction,50,5555.3
Algarve,2013,Construction,4979,11031.7
Algarve,2013,Construction,4979,11031.7
Albufeira,2013,Construction,490,8957.6
Alcoutim,2013,Construction,25,9169.8
Aljezur,2013,Construction,89,8025.5
Castro Marim,2013,Construction,58,8207.6
Faro,2013,Construction,616,12169.3
Lagoa,2013,Construction,301,14276
Lagos,2013,Construction,379,14462.6
Loulé,2013,Construction,1098,9099.6
Monchique,2013,Construction,41,5570.5
Olhão,2013,Construction,374,12450.5
Portimão,2013,Construction,501,10022.1
São Brás de Alportel,2013,Construction,160,5195.5
Silves,2013,Construction,384,11814.6
Tavira,2013,Construction,240,5127.7
Vila do Bispo,2013,Construction,44,27547.5
Vila Real de Santo António,2013,Construction,179,11931.3
Continente,2013,Human health and social work activities,78630,18643.7
Norte,2013,Human health and social work activities,27725,18019.4
Alto Minho,2013,Human health and social work activities,1582,15459
Arcos de Valdevez,2013,Human health and social work activities,122,12301.7
